时间,fenci,主题概率,主题类型
2024-07-12,震惊,"[(0, 0.08357905), (1, 0.083600946), (2, 0.083365895), (3, 0.083574176), (4, 0.083568715), (5, 0.5823112)]",5
2024-07-12,印象 信息 茧房,"[(0, 0.042826593), (1, 0.041873377), (2, 0.04179014), (3, 0.042052567), (4, 0.78951466), (5, 0.041942645)]",4
2024-07-12,妈呀,"[(0, 0.083353475), (1, 0.0833537), (2, 0.08335359), (3, 0.5832321), (4, 0.083353594), (5, 0.08335355)]",3
2024-07-12,朋友 信用,"[(0, 0.055680856), (1, 0.055695377), (2, 0.05601121), (3, 0.05696702), (4, 0.055645704), (5, 0.71999985)]",5
2024-07-11,老师 关注,"[(0, 0.055771306), (1, 0.055863332), (2, 0.055788055), (3, 0.7202544), (4, 0.055768844), (5, 0.056554034)]",3
2024-07-11,爸爸 抓到 铁粉,"[(0, 0.04170585), (1, 0.7915311), (2, 0.041684095), (3, 0.041696083), (4, 0.041682575), (5, 0.04170027)]",1
2024-07-11,关心 铁链 失望 心力 白费 凑合 活着,"[(0, 0.02091097), (1, 0.020890364), (2, 0.020899393), (3, 0.020905487), (4, 0.8954329), (5, 0.020960895)]",4
2024-07-19,女生,"[(0, 0.083366826), (1, 0.58294857), (2, 0.08336704), (3, 0.083583474), (4, 0.08336706), (5, 0.083367)]",1
2024-07-19,回复 关心 失望 关心,"[(0, 0.033627443), (1, 0.03345404), (2, 0.033363294), (3, 0.03355992), (4, 0.83233213), (5, 0.03366315)]",4
2024-07-19,搞笑 关心 姑娘 关心,"[(0, 0.03343663), (1, 0.03351535), (2, 0.03336339), (3, 0.8327395), (4, 0.033543378), (5, 0.033401806)]",3
2024-07-18,关心,"[(0, 0.08383086), (1, 0.08377795), (2, 0.08340795), (3, 0.08490395), (4, 0.5804436), (5, 0.083635636)]",4
2024-07-13,调查组 奔波 几版 通报 看望 受害人 女生 无故,"[(0, 0.018550972), (1, 0.90717125), (2, 0.018562343), (3, 0.018616362), (4, 0.018550044), (5, 0.018549014)]",1
2024-07-12,奔波 走路,"[(0, 0.055676173), (1, 0.05609387), (2, 0.056030244), (3, 0.7208462), (4, 0.055676855), (5, 0.055676676)]",3
2024-07-12,回复 注意力 心力 厉害 成立 专题 账号,"[(0, 0.8948357), (1, 0.0212169), (2, 0.020991692), (3, 0.020911938), (4, 0.021091912), (5, 0.02095184)]",0
2024-07-11,平台 新闻,"[(0, 0.05578936), (1, 0.05615979), (2, 0.05598656), (3, 0.7206056), (4, 0.05576073), (5, 0.05569799)]",3
2024-07-19,政府 报道,"[(0, 0.05572894), (1, 0.055910558), (2, 0.7208426), (3, 0.05564672), (4, 0.056195755), (5, 0.055675402)]",2
2024-07-15,世界 玩完 重开,"[(0, 0.041786302), (1, 0.04186565), (2, 0.041906305), (3, 0.04179198), (4, 0.7908146), (5, 0.04183517)]",4
2024-07-12,发言,"[(0, 0.08349518), (1, 0.5821834), (2, 0.08348512), (3, 0.08363938), (4, 0.08337168), (5, 0.083825245)]",1
2024-07-12,评论 提现 信息 茧房 军舰 领海 海岸线 事情 放在 国家 宣战 程度 平台 新闻,"[(0, 0.011165823), (1, 0.10335263), (2, 0.011201729), (3, 0.85182637), (4, 0.01126011), (5, 0.011193352)]",3
2024-07-12,世界 核电站,"[(0, 0.05606226), (1, 0.05609089), (2, 0.055978447), (3, 0.0558778), (4, 0.72018033), (5, 0.055810235)]",4
2024-07-12,请问 核电站 排放 排放,"[(0, 0.03376466), (1, 0.033670295), (2, 0.033633903), (3, 0.033446055), (4, 0.8320737), (5, 0.03341138)]",4
2024-07-12,放射性物质 剂量 剂量,"[(0, 0.7908935), (1, 0.041693453), (2, 0.041843392), (3, 0.041783333), (4, 0.0418912), (5, 0.04189513)]",0
2024-07-11,县城 乡镇 底色 稳住,"[(0, 0.03357693), (1, 0.03340231), (2, 0.03341205), (3, 0.0334255), (4, 0.033498295), (5, 0.8326849)]",5
2024-07-12,县城 榨油 优越 划过去,"[(0, 0.03356068), (1, 0.03339381), (2, 0.033415917), (3, 0.03344602), (4, 0.033480007), (5, 0.8327036)]",5
2024-07-19,县城 榨油 村子 菜籽油 猪油 信息 关系 有心人,"[(0, 0.018596), (1, 0.018749367), (2, 0.018636659), (3, 0.018564964), (4, 0.018703882), (5, 0.9067491)]",5
2024-07-11,点子 舆论 引导 县城 群体 海产品 群体 好比 世家 客户 高呼 抵制 世家 食用油 家家户户 县城 乡镇 原装 接受 只能 接受,"[(0, 0.9618243)]",0
2024-07-19,想多 油罐车 事件,"[(0, 0.041817084), (1, 0.041977625), (2, 0.041953538), (3, 0.041795813), (4, 0.79062676), (5, 0.041829146)]",4
2024-07-15,吃饭 海盐,"[(0, 0.055783562), (1, 0.0556184), (2, 0.72167057), (3, 0.055576455), (4, 0.055696346), (5, 0.055654705)]",2
2024-07-13,个人感觉,"[(0, 0.08336719), (1, 0.583163), (2, 0.0833674), (3, 0.083367445), (4, 0.08336738), (5, 0.08336758)]",1
2024-07-13,感觉 正好 县城 主力 群体 农村 进城 扎稳 脚跟 农村 亲戚 昂贵 健康 猪油 镇上 小作坊,"[(5, 0.9507738)]",5
2024-07-11,发泄 情绪 为名 发泄 情绪,"[(0, 0.02789467), (1, 0.02783164), (2, 0.86057246), (3, 0.027814712), (4, 0.027862944), (5, 0.028023561)]",2
2024-07-11,关心 地方 无力,"[(0, 0.041736946), (1, 0.042426996), (2, 0.042181175), (3, 0.7894745), (4, 0.04227835), (5, 0.041902035)]",3
2024-07-11,事情 食用油 关注 了有 家庭 更换 昂贵 关注 大吵 大嚷 显得 平淡,"[(0, 0.012888407), (1, 0.012876316), (2, 0.012877268), (3, 0.012964452), (4, 0.012893266), (5, 0.93550026)]",5
2024-07-11,关心 相关,"[(0, 0.05602082), (1, 0.055756927), (2, 0.05590573), (3, 0.056175437), (4, 0.7203872), (5, 0.05575384)]",4
2024-07-11,事情 人干,"[(0, 0.055983454), (1, 0.055732742), (2, 0.05594975), (3, 0.056454286), (4, 0.71999377), (5, 0.055886)]",4
2024-07-19,还好 牌子,"[(0, 0.055946276), (1, 0.055771757), (2, 0.39307418), (3, 0.05557014), (4, 0.05562639), (5, 0.3840113)]",2
2024-07-19,牌子,"[(0, 0.08391741), (1, 0.083583266), (2, 0.58239543), (3, 0.0833447), (4, 0.08341453), (5, 0.08334466)]",2
2024-07-11,群众 风险 事儿 眼睛,"[(0, 0.03368866), (1, 0.03352892), (2, 0.3264526), (3, 0.033786982), (4, 0.033456653), (5, 0.5390862)]",5
2024-07-11,县城 爹妈 总让 小作坊,"[(0, 0.033680018), (1, 0.03340203), (2, 0.03352903), (3, 0.8316524), (4, 0.033712327), (5, 0.034024224)]",3
2024-07-20,小作坊 油会 煤油 运载 干净,"[(0, 0.027876133), (1, 0.027911207), (2, 0.027920907), (3, 0.028162757), (4, 0.027871668), (5, 0.8602573)]",5
2024-07-11,县城 接受 年轻人 废水,"[(0, 0.83236235), (1, 0.03345519), (2, 0.033620242), (3, 0.033502664), (4, 0.03352595), (5, 0.033533577)]",0
2024-07-19,细节 佐证 所有人,"[(0, 0.7893594), (1, 0.041735698), (2, 0.04243001), (3, 0.04185491), (4, 0.04247896), (5, 0.042141024)]",0
2024-07-19,废水 搞清 废水,"[(0, 0.7907474), (1, 0.041941423), (2, 0.041803155), (3, 0.041793104), (4, 0.041895624), (5, 0.04181928)]",0
2024-07-11,平民 阶层 茧房 织就 筑成 渺小 素材,"[(0, 0.020882258), (1, 0.89524657), (2, 0.021000229), (3, 0.021106876), (4, 0.020905094), (5, 0.020859033)]",1
2024-07-11,媒体 担心 担心 无脑,"[(0, 0.033497676), (1, 0.033439912), (2, 0.5053769), (3, 0.36063585), (4, 0.033499677), (5, 0.033550017)]",2
2024-07-12,信息 茧房 搞笑 基操 要死,"[(0, 0.02780979), (1, 0.86028504), (2, 0.027878044), (3, 0.027975356), (4, 0.028143797), (5, 0.027907966)]",1
2024-07-11,经济 发达 信息 来源 新闻 资源 来源 感觉 像是 隔绝 世外桃源,"[(0, 0.013988056), (1, 0.014078887), (2, 0.013973421), (3, 0.9296752), (4, 0.0140734), (5, 0.014211002)]",3
2024-07-12,外揚 傳統,"[(0, 0.055681717), (1, 0.05568306), (2, 0.05568243), (3, 0.05568262), (4, 0.72158796), (5, 0.05568223)]",4
2024-07-11,老百姓 幸福,"[(0, 0.44839987), (1, 0.05562922), (2, 0.05566567), (3, 0.32836145), (4, 0.05596044), (5, 0.05598337)]",0
2024-07-12,废水 煤制油,"[(0, 0.056579832), (1, 0.05624066), (2, 0.055883437), (3, 0.055942405), (4, 0.05612144), (5, 0.71923226)]",5
2024-07-11,讨论 讨论 界限,"[(0, 0.041852236), (1, 0.042225312), (2, 0.7902521), (3, 0.041911647), (4, 0.04181427), (5, 0.04194446)]",2
2024-07-11,选择性 屏蔽,"[(0, 0.7172488), (1, 0.05628517), (2, 0.05722118), (3, 0.056486886), (4, 0.055649698), (5, 0.05710828)]",0
2024-07-12,没放,"[(0, 0.08353004), (1, 0.08353234), (2, 0.08353122), (3, 0.5823442), (4, 0.08353128), (5, 0.08353089)]",3
2024-07-11,传媒 生态 细想 配合 县城 农村 设立,"[(0, 0.020995896), (1, 0.021035256), (2, 0.021048196), (3, 0.02089315), (4, 0.8950396), (5, 0.020987855)]",4
2024-07-11,指挥,"[(0, 0.08354037), (1, 0.08354292), (2, 0.58229154), (3, 0.083542004), (4, 0.08354186), (5, 0.0835413)]",2
2024-07-11,事情 敌意,"[(0, 0.05603795), (1, 0.055787295), (2, 0.05594621), (3, 0.0564783), (4, 0.71988314), (5, 0.055867035)]",4
2024-07-19,理解 事儿 资源 海盐 井盐 岩盐 制造 盐会 变得 稀缺 恐慌 盐贩子 海产品 价格 没见 便宜 不吃,"[(2, 0.9533451)]",2
2024-07-20,损失 都行 试试看 插税 标的 干活,"[(0, 0.023900265), (1, 0.023867162), (2, 0.024084693), (3, 0.023874074), (4, 0.02388404), (5, 0.8803898)]",5
2024-07-19,感觉 抵制 海产品 不吃 口头 抵制 不误 抵制 海产品 价格 市场 鱼虾 便宜 海产品 抵制 抵制 不吃 拉倒 不吃 抵制 看不懂 操作,"[(3, 0.96358955)]",3
2024-07-19,吃不起 抵制 不吃 油能 不吃,"[(0, 0.027921304), (1, 0.86056423), (2, 0.02784693), (3, 0.027961116), (4, 0.027810067), (5, 0.027896356)]",1
2024-07-11,坏事 外人 坏事 缩小 家庭,"[(0, 0.027866414), (1, 0.027859606), (2, 0.027793001), (3, 0.027801964), (4, 0.027812716), (5, 0.86086625)]",5
2024-07-12,法子,"[(0, 0.5820566), (1, 0.08358989), (2, 0.08358828), (3, 0.08358886), (4, 0.08358851), (5, 0.08358787)]",0
2024-07-12,老头 老太 专家 大厂 正规 自榨 黄曲霉素 愚蠢,"[(0, 0.9066891), (1, 0.018577296), (2, 0.018565673), (3, 0.018882854), (4, 0.018667515), (5, 0.018617574)]",0
2024-07-19,评论 走开,"[(0, 0.056096587), (1, 0.055707097), (2, 0.05564396), (3, 0.056795374), (4, 0.7199539), (5, 0.055803124)]",4
2024-07-11,原因 县城 老家 事件,"[(0, 0.83158165), (1, 0.033710144), (2, 0.03362273), (3, 0.03358556), (4, 0.033843182), (5, 0.033656772)]",0
2024-07-12,没病 心态,"[(0, 0.41222146), (1, 0.36483645), (2, 0.055735495), (3, 0.0557358), (4, 0.055735517), (5, 0.055735238)]",0
2024-07-12,生出 想法 包装 爸妈 同事 领导 抵制 厂子 倒闭 油车 没人 投到 头条 播放,"[(0, 0.011168536), (1, 0.80106246), (2, 0.011162734), (3, 0.011188144), (4, 0.011176978), (5, 0.15424111)]",1
2024-07-12,爸妈 农村 抬杠,"[(0, 0.04171396), (1, 0.041808233), (2, 0.041799847), (3, 0.041725878), (4, 0.041764744), (5, 0.79118735)]",5
2024-07-19,折叠 层级 空间 穿越 观念 信息 人格 透明 隔断 红薯 痘印 接收 输出 兼容,"[(0, 0.0111237485), (1, 0.011124936), (2, 0.011125806), (3, 0.011128044), (4, 0.011145471), (5, 0.94435203)]",5
2024-07-11,撤热,"[(0, 0.08469148), (1, 0.08354261), (2, 0.08354149), (3, 0.08354187), (4, 0.5811414), (5, 0.08354116)]",4
2024-07-11,情绪 发生 换成 发生 舆论,"[(0, 0.028018037), (1, 0.028040966), (2, 0.028156858), (3, 0.02782478), (4, 0.028172351), (5, 0.85978705)]",5
2024-07-12,污水 源头 源头 油罐车 源头 中间商 出事 买到 好油,"[(0, 0.01674459), (1, 0.016741801), (2, 0.016705936), (3, 0.0166942), (4, 0.916412), (5, 0.016701503)]",4
2024-07-11,上网 食用油 关心 日子,"[(0, 0.033595186), (1, 0.0335522), (2, 0.0333678), (3, 0.033847917), (4, 0.033886857), (5, 0.8317501)]",5
2024-07-11,态度 博主说,"[(0, 0.0556978), (1, 0.05658424), (2, 0.056882966), (3, 0.7185777), (4, 0.056339335), (5, 0.05591799)]",3
2024-07-11,升起,"[(0, 0.08354022), (1, 0.083542675), (2, 0.58229226), (3, 0.083541945), (4, 0.08354161), (5, 0.08354128)]",2
2024-07-18,手机 刷到,"[(0, 0.72168994), (1, 0.05557435), (2, 0.055613775), (3, 0.055580623), (4, 0.05594316), (5, 0.055598136)]",0
2024-07-14,废水 关心 提议 朋友 油罐车 事件 滑稽,"[(0, 0.021023182), (1, 0.02106592), (2, 0.020944554), (3, 0.021084784), (4, 0.89425033), (5, 0.021631256)]",4
2024-07-19,损失 矿物油 水标,"[(0, 0.7898112), (1, 0.04181352), (2, 0.042735342), (3, 0.041842267), (4, 0.04188371), (5, 0.041913986)]",0
2024-07-12,不到,"[(0, 0.58024037), (1, 0.08436544), (2, 0.083428614), (3, 0.08363195), (4, 0.08397938), (5, 0.08435422)]",0
2024-07-13,不吃 痛风 痊愈,"[(0, 0.04187145), (1, 0.042232435), (2, 0.79017353), (3, 0.04202001), (4, 0.0417414), (5, 0.04196111)]",2
2024-07-11,讨论 摆烂 侵害,"[(0, 0.041852493), (1, 0.79100525), (2, 0.041844215), (3, 0.04179363), (4, 0.041758638), (5, 0.04174579)]",1
2024-07-11,办法 选择性 无视,"[(0, 0.041996796), (1, 0.042016577), (2, 0.041993752), (3, 0.042075288), (4, 0.041920576), (5, 0.78999704)]",5
2024-07-11,无力 事情 深究 对抗 无力 接受 认可 无比,"[(0, 0.018587995), (1, 0.0186021), (2, 0.018617494), (3, 0.90703505), (4, 0.018586798), (5, 0.018570557)]",3
2024-07-11,县城 老一辈 菜籽油,"[(0, 0.04193549), (1, 0.04180735), (2, 0.041745692), (3, 0.04176872), (4, 0.042195044), (5, 0.7905477)]",5
2024-07-12,县城 农村 油菜花 榨油 商品粮,"[(0, 0.027963156), (1, 0.027851239), (2, 0.53046626), (3, 0.027923815), (4, 0.02801949), (5, 0.35777602)]",2
2024-07-11,没错 震惊 中老年人 信息 茧房,"[(0, 0.027934399), (1, 0.5743204), (2, 0.028007831), (3, 0.3130037), (4, 0.028328678), (5, 0.028405048)]",1
2024-07-19,信息,"[(0, 0.08337332), (1, 0.08368223), (2, 0.0836564), (3, 0.08346648), (4, 0.58188593), (5, 0.08393561)]",4
2024-07-13,有没有 发现 烧到 停止 报道,"[(0, 0.23506758), (1, 0.028057244), (2, 0.6527447), (3, 0.027952803), (4, 0.02806082), (5, 0.02811679)]",2
2024-07-12,朋友圈,"[(0, 0.0834088), (1, 0.5820459), (2, 0.08337457), (3, 0.08364393), (4, 0.08363086), (5, 0.08389593)]",1
2024-07-13,关心 羞愧 离场 拉倒,"[(0, 0.033412635), (1, 0.033409156), (2, 0.03365091), (3, 0.033506963), (4, 0.8326221), (5, 0.033398286)]",4
2024-07-11,说出 全国 小卖部 老板 显得 博学 良心,"[(0, 0.020993631), (1, 0.8947896), (2, 0.020898782), (3, 0.021054458), (4, 0.021333255), (5, 0.020930259)]",1
2024-07-20,食品 县城 外卖 食品,"[(0, 0.03375464), (1, 0.034123376), (2, 0.03342274), (3, 0.03406831), (4, 0.83110225), (5, 0.033528727)]",4
2024-07-19,油照 小时候 奶粉 凑活 地球 不差,"[(0, 0.8799775), (1, 0.024107985), (2, 0.02391407), (3, 0.02388847), (4, 0.02400599), (5, 0.02410598)]",0
2024-07-19,办法 品牌 行业 现象 品牌 油算 办法 应对 躺平 焦虑 单位 油品 公司 矿物油 总归 标准 方法 限低 正式 标准,"[(0, 0.85316604), (3, 0.11480732)]",0
2024-07-18,信息 官方 推流 言论 热闹 信息 获取 控制 精密 控制 信息 打破 信息 茧房 困难 人岁 状态 获取 外界 信息 欲望,"[(4, 0.96194196)]",4
2024-07-14,老百姓 没用,"[(0, 0.055614132), (1, 0.05715678), (2, 0.05560332), (3, 0.7202737), (4, 0.05576562), (5, 0.0555865)]",3
2024-07-12,饿不死,"[(0, 0.5828488), (1, 0.08343067), (2, 0.08343015), (3, 0.0834303), (4, 0.08343013), (5, 0.08342999)]",0
2024-07-12,地方 花生 榨油,"[(0, 0.04171946), (1, 0.560969), (2, 0.042089347), (3, 0.04203223), (4, 0.04192214), (5, 0.27126786)]",1
2024-07-12,油罐车 牌子,"[(0, 0.055862542), (1, 0.05567037), (2, 0.50421566), (3, 0.05559397), (4, 0.2729279), (5, 0.055729512)]",2
2024-07-11,有趣,"[(0, 0.0833522), (1, 0.0833524), (2, 0.0833523), (3, 0.08335236), (4, 0.083352305), (5, 0.5832384)]",5
2024-07-11,爸妈 看法 不让 定居,"[(0, 0.033404622), (1, 0.033852413), (2, 0.03348691), (3, 0.8318661), (4, 0.033581443), (5, 0.033808548)]",3
2024-07-11,无籽西瓜 身世,"[(0, 0.055682454), (1, 0.05568383), (2, 0.72158414), (3, 0.05568339), (4, 0.055683203), (5, 0.055683)]",2
2024-07-19,有没有 煤油 花生油 点儿 煤油,"[(0, 0.027981082), (1, 0.027959025), (2, 0.86024606), (3, 0.027836937), (4, 0.027838007), (5, 0.02813885)]",2
2024-07-19,惨烈 过日子,"[(0, 0.055664744), (1, 0.72133), (2, 0.055665363), (3, 0.056009337), (4, 0.05566538), (5, 0.055665217)]",1
2024-07-12,蹊跷 老百姓 故事 演多 老百姓 榨油,"[(0, 0.023861067), (1, 0.023841448), (2, 0.023865685), (3, 0.8805972), (4, 0.023854136), (5, 0.023980472)]",3
2024-07-12,消声 等于 解决 全国 乐观 气息,"[(0, 0.024479367), (1, 0.024055783), (2, 0.023885809), (3, 0.023903398), (4, 0.87952125), (5, 0.024154397)]",4
2024-07-12,朋友 事件 势力 沉默 说话,"[(0, 0.027946234), (1, 0.028152622), (2, 0.028020084), (3, 0.02796162), (4, 0.028058162), (5, 0.85986125)]",5
2024-07-11,县城 沸腾 下馆子 下馆子 倒掉,"[(0, 0.028011367), (1, 0.02783008), (2, 0.027850296), (3, 0.86025155), (4, 0.028035615), (5, 0.028021159)]",3
2024-07-11,沉默,"[(0, 0.08399515), (1, 0.58130807), (2, 0.08344079), (3, 0.08344097), (4, 0.08371839), (5, 0.08409664)]",1
2024-07-23,女博士 通报 没人,"[(0, 0.041763123), (1, 0.04224484), (2, 0.79022694), (3, 0.042229995), (4, 0.041793354), (5, 0.041741762)]",2
2024-07-23,油车 估计,"[(0, 0.05565058), (1, 0.05575226), (2, 0.055687275), (3, 0.72149116), (4, 0.05568563), (5, 0.055733085)]",3
2024-07-19,饭桌 爸妈 埋头 吃饭 人理,"[(0, 0.027865838), (1, 0.85987234), (2, 0.028492756), (3, 0.027846552), (4, 0.028010644), (5, 0.027911896)]",1
2024-07-19,油罐车 奶茶 员工,"[(0, 0.04185416), (1, 0.042172622), (2, 0.041997757), (3, 0.04186579), (4, 0.042932175), (5, 0.78917754)]",5
2024-07-18,老师 出书 物理学 角度看 水轻 新闻 上浮 茧房 新闻 下沉 茧房,"[(0, 0.013917332), (1, 0.013958027), (2, 0.013922539), (3, 0.930357), (4, 0.013939511), (5, 0.013905653)]",3
2024-07-15,地沟油 过来人,"[(0, 0.055686254), (1, 0.055687644), (2, 0.055686977), (3, 0.055687215), (4, 0.4617229), (5, 0.315529)]",4
2024-07-15,软柿子 废水 软柿子 油罐车 软柿子,"[(0, 0.027897598), (1, 0.027865192), (2, 0.027839426), (3, 0.027823742), (4, 0.8607328), (5, 0.027841248)]",4
2024-07-13,信息 茧房 信息 茅房,"[(0, 0.033360183), (1, 0.033483036), (2, 0.03343093), (3, 0.03345993), (4, 0.8328209), (5, 0.033444993)]",4
2024-07-13,办法 改进 老人 单位,"[(0, 0.03346677), (1, 0.03337087), (2, 0.03349653), (3, 0.03476095), (4, 0.0334061), (5, 0.8314988)]",5
2024-07-13,县城 受害者 车辆 轨迹 显示 车运 地方 炼厂 地方 知名企业 贴牌 县城 农村 地区 主打 价格便宜 估计 价格 名牌 食用油 便宜,"[(3, 0.11350195), (4, 0.8559492)]",4
2024-07-13,网络 骗子 老百姓 成熟 喝喝,"[(0, 0.02789346), (1, 0.17802045), (2, 0.02803739), (3, 0.7098279), (4, 0.028049553), (5, 0.028171316)]",3
2024-07-12,猪油,"[(0, 0.08348659), (1, 0.5822567), (2, 0.08335885), (3, 0.08335894), (4, 0.083779946), (5, 0.08375898)]",1
2024-07-12,担心 井盐,"[(0, 0.055747986), (1, 0.05574878), (2, 0.7206817), (3, 0.055836186), (4, 0.05618191), (5, 0.05580346)]",2
2024-07-12,发生 没事,"[(0, 0.056107026), (1, 0.056310184), (2, 0.71876913), (3, 0.05567229), (4, 0.05677003), (5, 0.05637137)]",2
2024-07-12,听说,"[(0, 0.083407685), (1, 0.08334581), (2, 0.5824699), (3, 0.08355739), (4, 0.08348795), (5, 0.0837313)]",2
2024-07-12,了能 改变 毁灭,"[(0, 0.041779306), (1, 0.25977638), (2, 0.042226885), (3, 0.041721113), (4, 0.57277536), (5, 0.041720953)]",4
2024-07-12,海盐 认知 活着 区别 质量,"[(0, 0.028186113), (1, 0.027930966), (2, 0.8595007), (3, 0.027913708), (4, 0.02819214), (5, 0.028276417)]",2
2024-07-12,懂事 听话,"[(0, 0.055729933), (1, 0.055633515), (2, 0.72173715), (3, 0.055633258), (4, 0.05563313), (5, 0.055633012)]",2
2024-07-12,不刷 手机 看电视,"[(0, 0.7909896), (1, 0.04175122), (2, 0.04199608), (3, 0.04174526), (4, 0.04177301), (5, 0.041744806)]",0
2024-07-12,记得 好像,"[(0, 0.055631872), (1, 0.43850088), (2, 0.05566148), (3, 0.055630546), (4, 0.05561445), (5, 0.33896077)]",1
2024-07-12,县城 农村 榨油厂 榨油 选择 恐慌,"[(0, 0.023915695), (1, 0.023870407), (2, 0.02445891), (3, 0.024318265), (4, 0.023926262), (5, 0.87951046)]",5
2024-07-12,煤油,"[(0, 0.083502896), (1, 0.08371629), (2, 0.58110386), (3, 0.08334971), (4, 0.08361406), (5, 0.08471316)]",2
2024-07-12,外卖,"[(0, 0.083536945), (1, 0.5815308), (2, 0.0833672), (3, 0.08462227), (4, 0.083575614), (5, 0.08336714)]",1
2024-07-12,互联网,"[(0, 0.08335593), (1, 0.08362716), (2, 0.084446445), (3, 0.08334825), (4, 0.58149457), (5, 0.08372764)]",4
2024-07-12,县城 活成,"[(0, 0.055924717), (1, 0.055602588), (2, 0.055638876), (3, 0.0556877), (4, 0.055976763), (5, 0.72116935)]",5
2024-07-12,爸妈 粮油 菜铺,"[(0, 0.04173994), (1, 0.26695126), (2, 0.04174035), (3, 0.04179164), (4, 0.041740347), (5, 0.56603646)]",5
2024-07-11,确实,"[(0, 0.08395282), (1, 0.08339275), (2, 0.5816936), (3, 0.08369583), (4, 0.08363826), (5, 0.083626755)]",2
2024-07-11,神奇,"[(0, 0.58284384), (1, 0.08340992), (2, 0.0833525), (3, 0.08347586), (4, 0.08345405), (5, 0.08346389)]",0
2024-07-11,花生油,"[(0, 0.084555425), (1, 0.5811766), (2, 0.084131934), (3, 0.08337877), (4, 0.0833787), (5, 0.08337862)]",1
2024-07-11,宏观 选择 透明 欺骗性 诱导性 自主 选择 透明 层级 空间 穿越 观念 信息 人格 透明 隔断 红薯 痘印 接收 输出 兼容,"[(5, 0.9620209)]",5
2024-07-11,县城 农家 利益 上心,"[(0, 0.83232), (1, 0.033730507), (2, 0.033448044), (3, 0.03348878), (4, 0.033514638), (5, 0.03349803)]",0
2024-07-11,办法 毒害,"[(0, 0.056069706), (1, 0.0555703), (2, 0.05572498), (3, 0.055651195), (4, 0.055623196), (5, 0.7213606)]",5
